sectionName,string,unique_id,model_classification,reasoning
Results and discussion,"The ability to predict Great Plains droughts with climate models on the basis of such information is not yet settled, with models differing in their ability to simulate droughts from a range of causes (McCrary and Randall 2010).",a6841e7193671126d4ecbe3d6a4dc3e484f345af>8c0040b80eb3457cf1aaef9d522637f295db3251_1,background,"The citation does not explicitly describe methods or results, likely providing general context."
Pregnenolone,"They demonstrated by in vitro and ex vivo studies that ATP1A1 mutants showed loss of pump activity and strongly reduced affinity for potassium, causing inappropriate depolarization of the cells (Beuschlein et al. 2013).",745ed8b94bf76fb4c915306512ecb5abc76900dd>43afb2f226d2f5d4bf72c5975a58234ec96074c3_7,result,"The citation presents findings, outcomes, or conclusions from an experiment or study."
Discussion,"In the upper Beni basin, the reaches with maximum steepness and concavity values result in erosional unloading over a ca. 20- km-long spatial scale (Safran et al. 2005; Blodgett and Isacks 2007).",636476286d6a98b5f782732d169bf431fec94b7f>2fe7a659d8ce9e6f024cebdf27511c8355c6ec10_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Methods,"Then the value of only the voxels belonging to the ROS is estimated in a second step, with a constrained algebraic reconstruction technique (ART) implemented at different resolution [4].",5ebb3df9bbf84ae86987ee49c386695a49f58950>378096ff5a43e294489efdcb191d3aeee566ad5d_0,method,"The citation describes a methodology, experimental setup, or algorithm used in the study."
Model predictions,"However, in contrast to our study Steyn-Ross et al. (1999), Bojak and Liley (2005) and Hutt and Longtin (2010) did not observe increased EEG frequencies.",bb21e98f4b1b7bc5a2e89fda1139d98763d78bab>c14be2a7007e022da13889d804a540d0c0c34264_8,result,"The citation presents findings, outcomes, or conclusions from an experiment or study."
Discussion,"2007), indicating lower dopamine release in the NAcc and a lower behavioral response to psychostimulants in the DBA rather than the C57mice (Zocchi et al. 1998; Ventura et al. 2004a; b; Orsini et al. 2005).",07895f7b08a16c607fc6e8621a1256784c7461c4>488e1b26dcc9274c9bf4f8ee7dd5d96109565214_1,background,"The citation does not explicitly describe methods or results, likely providing general context."
Giardini et al,"The difficulties grow exponentially as the coexisting pathologies and treatments increase.(17) Indeed, it has been reported that adherence may be different in clinical populations throughout the aging and in the change in neuropsychological functioning.",978ad1aca6bebf1cb4504509f57438499d514caf>607e748206b9d61e6578cf1319c990e1288da7cb_0,background,"The citation provides context, references prior work, or summarizes existing knowledge."
Results,The sgl gene has been shown to be expressed differentially during development (Binari et al. 1997; Haerry et al. 1997).,7a9bf55cf151a07a0ca8237e765ba0d1412c73ee>e232a3393e6366652d41b8619b6ffd7b240194e3_10,background,"The citation provides context, references prior work, or summarizes existing knowledge."
3.1 A control flow graph for Mercury,3 There exist other modes and determinisms but they are outside the scope of this paper; we refer to [13] for details,eb55d80ec7cf6b3d159e98e026e9e755d53c6daf>f06a1c8125e925364f77a4052d8459edf064636a_13,background,"The citation does not explicitly describe methods or results, likely providing general context."
,"Although Pascalis et al. (2005) showed exposure can maintain infants’ discrimination of monkey faces, more recent research has examined what type of exposure promotes infants continued discrimination of monkey faces.",6f68ccd37718366c40ae6aeedf0b935bf560b215>60ed4bdabf92b2fbd6162dbd8979888cccca55d7_2,background,"The citation does not explicitly describe methods or results, likely providing general context."
Introduction,Imbalance between oxidants and antioxidants due to increased chemical reaction or insufficient antioxidant defence system results in oxidative stress [4].,afbb49132ce36d29d3d52aea4f6b5e10473317d3>db8220e495734572dba566c5222426db9b156093_1,result,"The citation presents findings, outcomes, or conclusions from an experiment or study."
Background literature,"…have long regarded attitudes towards AAP beneficiaries and non-beneficiaries as related, but ultimately separable, and evidence supports that attitudes toward the in-group and the out-group have independent effects on individuals’ reactions to AAPs (Harrison et al., 2006; Lowery et al., 2006).",cfbaf43f37cd9d7ff3c7cd66ed17f9c029feb6cb>5a293e95b011cd143e393d0816831ae6f48a117c_2,background,"The citation does not explicitly describe methods or results, likely providing general context."
3. Discussion,"She had neither clinical and laboratory findings of infection as tuberculosis, or protein-losing enteropathy, regional ileitis, cirrhosis, sarcoidosis, amyloidosis, thrombosis of the superior vena cava, heart failure, nephrotic syndrome, Behcet’s disease, and malignancy nor a history of surgery or traumatic etiology for chylous ascites and chylothorax [2, 3].",4c767ca1fbb95353babb3260cb7151bbdf52afb8>55c013d531b2f41e9583f6c299991ef0e7c9cc25_3,result,"The citation presents findings, outcomes, or conclusions from an experiment or study."
Methods,"Although there is a continued debate about the role of PAE [66,68,69], it has proven to be a useful and important tool for identifying AOEs [58,70,71,72].",3561c2e979dfd27afcc672b38678c26a1be88965>4a9979a309dbafc4adcb7532ad7406a0fd046e9a_1,background,"The citation does not explicitly describe methods or results, likely providing general context."
V. SIMULATION RESULTS AND ANALYSIS,"source-relay distance and the relay-destination distance are both normalized to unit value [16], and the relay-eavesdropper distance dre is set to be 1.",f21feb68e99003d0034c99d301f49babe4f578cd>22c5d8c5619727c57c86f7c61056fc790e5331bf_2,background,"The citation does not explicitly describe methods or results, likely providing general context."
INTRODUCTION,agent was reported to reduce the risk of cardiac mortality [4] and to have an anesthetic sparing effect [5-7].,d4a6906afca590677b041628bd5d156e3028ba23>c2051edead90d649adb3171d17ca7c9443787283_0,background,"The citation provides context, references prior work, or summarizes existing knowledge."
Discussion,"6 %, which is in the middle range of findings of previous studies (3%-58%) (Massie and Holland, 1984; Ciaramella and Poli, 2001; Uchitomi et al., 2003; Katz et al., 2004; Ell et al., 2005; Boyd et al., 2012; Kim et al., 2012; Mitchell et al., 2012; Palmer et al., 2012; Pirl et al., 2012; Tada et al., 2012; Warmenhoven et al., 2012; Yu et al., 2012).",8d2961a77b88d467c4603c8d8b2cf20203e6c24e>c9f31c25309bb37f066c78bf867ce700df5f3bbb_3,background,"The citation provides context, references prior work, or summarizes existing knowledge."
Implications for Explaining Helping Behavior,"Trivers (1971) argued that the evolution of a trait for benefiting genetically unrelated individuals is also possible as long as the benefactor selects recipients that are likely to provide return benefits (i.e., has a good reputation as a reciprocator) and hence the costs of helping can be…",870abc17d060a72738746f727d9723db088217f9>4e671994e5b0c7aefbecd050e95fdb45272d7e12_1,background,"The citation does not explicitly describe methods or results, likely providing general context."
METHODS,"The doses and volumes of the agonist and antagonist were the same as used in our previous studies (20, 21, 48, 52, 53, 55) and similar to those used by others (22, 35, 62, 68).",340c130a2039b84c19e2df7bfcac5e5addce3103>9211dc41e16051f7c12f3405259f4c75c7e29aec_0,background,"The citation provides context, references prior work, or summarizes existing knowledge."
5.1 Comparisons with Other Methods,"Because the data were generated with the same model which BayesMallows and PerMallows used for inference, we expected that the Mallowsbased methods would perform better than the rank aggregation methods we considered.",4df6b6751421724d18bc70cb9d4f2ef6d15d6136>792536853bd0974bcc1082d60d332948f54292c5_0,method,"The citation describes a methodology, experimental setup, or algorithm used in the study."
,"Anti-PLA2R antibodies is an important factor in the occurrence of MN.(31) In general, anti-PLA2R antibodies is considered as a useful biomarker for early diagnosis and prognosis in patients with MN.",f6c55ec426384f1a7bf128efb85d0b39487995cf>400c9222db25d2685a8f7de36fd290207e063110_11,background,"The citation does not explicitly describe methods or results, likely providing general context."
Results,"…coefficient)
CDa ¼ Zh
0
PADðzÞ uðzÞ 2
u0w0ð42 mÞ dz
0
@
1
A
1
ð10Þ
Both of the methods give plausible results (for the west wind sector: CD ¼ 0:130 and CDa ¼ 0:132) and they are very close to the values found in literature (e.g. Amiro 1990; Kerzenmacher and Gardiner 1998; Pinard and Wilson 2001).",ec63bab8f05f0b779c90458e72b6481a81af476b>c35328702c65f472ba54dab91ebf4d8f1b08707e_2,method,"The citation describes a methodology, experimental setup, or algorithm used in the study."
4 Numerical experiments,Such profiles were introduced by Dolan and Moré [8] as a manner to compare the performance of a set of solvers S on a test P.,da364b1e83d72ecd7af718e66e195c7e8fdcd04f>2a4b55c6d86401e916d402eba48d77f37dcebaf0_0,result,"The citation presents findings, outcomes, or conclusions from an experiment or study."
METHODS,"AVP was quantified as previously described (9) with the use of an antibody (Ab 3096) recently produced in our laboratory (final dilution 1:800,000).",d8401e132dd5e3eef3a69af91c882240c82f5d71>102f40bbeb1671a9a2d2ac3a41cbf5aa4b9c8fcd_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
Discussion,"This susceptibility to proactive interference after hippocampal damage has already been reported by others [Owen and Butler, 1981; but for different results, see BeasonHeld et al. (1999) and Zola et al. (2000)] and suggests that, at delays lasting more than a few minutes, monkeys with hippocampal…",4f4ec52726e13a12d7dccf631ebde6aaa47173fa>6bb96b0c74ace8699e68685a3ec9ac37a6f505ae_2,background,"The citation provides context, references prior work, or summarizes existing knowledge."
Methods,"In this study, according to the method described by Williams and Rakic (1988) and West and Gundersen (1990), we observed the pyramidal cells and dentate granule cells in the cross sections of the middle portion of a hippocampus that had been sliced into 60 cross sections, 8 lm thick per section.",85abb364a0d6bd1a6f00e2db1ad8f95f905fd055>fcfce373f1cf92d07cbab395ccec837d0f135fca_0,method,"The citation describes a methodology, experimental setup, or algorithm used in the study."
Introduction,"Milk fat globule-EGF-factor (MFGE8), also named lactadherin, PAS 6/7, SED1, BA46, p47, is a secreted glycoprotein first described in milk fat globules released in milk by mammary epithelial cells [1,2].",3e253035f388bfba956c69b1bb6e50514a9b894b>f9225ba53ef94fdf17646df44542dd4dae3b3b06_0,background,"The citation does not explicitly describe methods or results, likely providing general context."
